"","motion_no","title","proposed_by","tabled_dt","debate_dt","motion_text"
"1915","NDM6736","NDM6736 - Committee Debate","John Griffiths",2018-06-06,2018-06-13,"To propose that the National Assembly for Wales:"
"1916","NDM6737","NDM6737 - Short Debate","Sian Gwenllian",2018-06-06,2018-06-13,"Assembly Member job-sharing: Would allowing Assembly Members to job share lead to the creation of a gender-balanced Assembly and one that is more representative of the population as a whole?"
"1917","NDM6738","NDM6738 - Opposition Debate","Paul Davies",2018-06-06,2018-06-13,"To propose that the National Assembly for Wales:"
"1918","NDM6739","NDM6739 - Opposition Debate","Rhun ap Iorwerth",2018-06-06,2018-06-13,"To propose that the National Assembly for Wales:"
"1919","NDM6740","NDM6740 - Member Debates","Lee Waters",2018-06-06,2018-07-04,"To propose that the National Assembly for Wales:"
"1920","NDM6741","NDM6741 - Government Debate","Julie James",2018-06-12,2018-06-19,"To propose that the National Assembly for Wales:"
"1921","NDM6742","NDM6742 - Government Debate","Julie James",2018-06-12,2018-06-19,"To propose that the National Assembly for Wales:"
"1922","NDM6743","NDM6743 - Short Debate","Mick Antoniw",2018-06-13,2018-06-20,"Reason to be human – celebrating world humanist day."
"1923","NDM6744","NDM6744 - Assembly Debate","Elin Jones",2018-06-13,2018-06-13,"To propose that the National Assembly for Wales, in accordance with Standing Order 7.9, appoints Neil Hamilton (United Kingdom Independence Party) as a member of the Assembly Commission in place of Caroline Jones (United Kingdom Independence Party)."
"1924","NDM6745","NDM6745 - Opposition Debate","Paul Davies",2018-06-13,2018-06-20,"To propose that the National Assembly for Wales:"
"1925","NDM6746","NDM6746 - Government Debate","Vaughan Gething",2018-06-18,2018-06-19,"To propose that the National Assembly for Wales in accordance with Standing Order 26.47:"
"1926","NDM6747","NDM6747 - Committee Debate","David J. Rowlands",2018-06-20,2018-06-27,"To propose that the National Assembly for Wales:"
"1927","NDM6748","NDM6748 - Government Debate","Julie James",2018-06-19,2018-07-10,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.30, approves the First Supplementary Budget for the financial year 2018-19 laid in the Table Office and emailed to Assembly Members on Tuesday, 19 June 2018."
"1928","NDM6749","NDM6749 - Short Debate","Neil Hamilton",2018-06-20,2018-06-27,"The Welsh Baccalaureate: education or indoctrination?"
"1929","NDM6750","NDM6750 - Opposition Debate","Rhun ap Iorwerth",2018-06-20,2018-06-27,"To propose that the National Assembly for Wales:"
"1930","NDM6751","NDM6751 - Opposition Debate","Rhun ap Iorwerth",2018-06-20,2018-06-27,"To propose that the National Assembly for Wales:"
"1932","NDM6753","NNDM6753 - No Named Day Motion Debate","Rhun ap Iorwerth",2018-06-25,NA,"To propose that the National Assembly for Wales:"
"1933","NDM6754","NDM6754 - Assembly Debate","Elin Jones",2018-06-26,2018-06-27,"To propose that the National Assembly for Wales, in accordance with Standing Orders 33.6 and 33.8:"
"1934","NDM6755","NDM6755 - Government Debate","Julie James",2018-06-26,2018-07-03,"To propose that the National Assembly for Wales:"
"1935","NDM6756","NDM6756 - Committee Debate","Lynne Neagle",2018-06-27,2018-07-04,"To propose that the National Assembly for Wales:"
"1936","NDM6757","NNDM6757 - Opposition Debate","Caroline Jones",2018-06-27,2018-07-04,"The National Assembly for Wales:"
"1937","NDM6758","NDM6758 - Short Debate","Llyr Gruffydd",2018-06-27,2018-07-04,"Tackling child poverty in Wales: the meaning of statistics in practice; the role of the Welsh Government; and the impact of Brexit on the child poverty agenda"
"1939","NDM6760","NDM6760 - Government Debate","Mark Drakeford",2018-07-03,2018-07-10,"To propose that the National Assembly for Wales, in accordance with Standing Order 29.6, agrees that provisions in the Non-Domestic Rating (Nursery Grounds) Bill, relating to non-domestic rates, insofar as they fall within the legislative competence of the National Assembly for Wales, should be considered by the UK Parliament."
"1942","NDM6763","NDM6763 - Short Debate","Rhun ap Iorwerth",2018-07-03,2018-07-11,"Securing the future of the Prince Madog: The case for having a national maritime research ship for Wales"
"1943","NDM6764","NDM6764 - Government Debate","Julie James",2018-07-03,2018-07-10,"To propose that the National Assembly for Wales:"
"1944","NDM6765","NDM6765 - Committee Debate","Dai Lloyd",2018-07-04,2018-07-11,"To propose that the National Assembly for Wales:"
"1945","NDM6766","NDM6766 - Committee Debate","Nick Ramsay",2018-07-04,2018-07-11,"To propose that the National Assembly for Wales:"
"1946","NDM6767","NDM6767 - Assembly Debate","Elin Jones",2018-07-04,2018-07-11,"To propose that the National Assembly for Wales, in accordance with Standing Order 33.2:"
"1947","NDM6768","NDM6768 - Committee Debate","Russell George",2018-07-04,2018-07-11,"To propose that the National Assembly for Wales:"
"1948","NDM6769","NDM6769 - Government Debate","Julie James",2018-07-10,2018-07-17,"To propose that the National Assembly for Wales; in accordance with Standing Order 27.5"
"1949","NDM6770","NDM6770 - Government Debate","Julie James",2018-07-10,2018-07-17,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Public Services Ombudsman (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill."
"1950","NDM6771","NDM6771 - Committee Debate","John Griffiths",2018-07-11,2018-07-18,"To propose that the National Assembly for Wales:"
"1951","NDM6772","NDM6772 - Short Debate","John Griffiths",2018-07-11,2018-07-18,"The implementation of default 20mph speed limits in built-up and residential areas in Wales."
"1952","NDM6773","NDM6773 - Committee Debate","Jayne Bryant",2018-07-11,2018-07-18,"To propose that the National Assembly for Wales:"
"1953","NDM6774","NDM6774 - Assembly Debate","Elin Jones",2018-07-11,2018-07-18,"To propose that the National Assembly for Wales, in accordance with paragraph 8(8) of Schedule 2 of the Government of Wales Act 2006:"
"1954","NDM6775","NDM6775 - Short Debate","Jack Sargeant",2018-09-12,2018-09-19,"Improving our democracy and political debate: Why Wales must lead the way in creating and delivering a kinder politics."
"1955","NDM6776","NDM6776 - Opposition Debate","Paul Davies",2018-09-12,2018-09-19,"To propose that the National Assembly for Wales:"
"1956","NDM6777","NDM6777 - Government Debate","Huw Irranca-Davies",2018-09-11,2018-09-18,"To propose that the National Assembly for Wales in accordance with Standing Order 26.11:"
"1957","NDM6778","NDM6778 - Government Debate","Julie James",2018-09-11,2018-09-18,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Childcare Funding (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill."
"1958","NDM6779","NDM6779 - Opposition Debate","Gareth Bennett",2018-09-12,2018-09-19,"To propose that the National Assembly for Wales:"
"1959","NDM6780","NDM6780 - Committee Debate","Russell George",2018-09-12,2018-09-19,"To propose that the National Assembly for Wales:"
"1960","NDM6781","NDM6781 - Short Debate","David J. Rowlands",2018-09-19,2018-09-26,"Rising salaries within local authorities."
"1961","NDM6782","NDM6782 - Member Debates","Lee Waters",2018-09-19,2018-10-17,"To propose that the National Assembly for Wales:"
"1962","NDM6783","NDM6783 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Neil Hamilton (United Kingdom Independence Party) as a Member of the Business Committee in place of Gareth Bennett (United Kingdom Independence Party)."
"1963","NDM6784","NDM6784 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Darren Millar (Welsh Conservatives) as a Member of the Business Committee in place of Paul Davies (Welsh Conservatives)."
"1964","NDM6785","NDM6785 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Suzy Davies (Welsh Conservatives) as a Member of the Children, Young People and Education Committee in place of Darren Millar (Welsh Conservatives)."
"1965","NDM6786","NDM6786 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Janet Finch-Saunders (Welsh Conservatives) as a Member of the Children, Young People and Education Committee in place of Mark Reckless (Welsh Conservatives)."
"1966","NDM6787","NDM6787 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Andrew RT Davies (Welsh Conservatives) as a Member of the Climate Change, Environment and Rural Affairs Committee in place of David Melding (Welsh Conservatives)."
"1967","NDM6788","NDM6788 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects David Melding (Welsh Conservatives) as a Member of the  Culture, Welsh Language and Communications Committee in place of Suzy Davies (Welsh Conservatives)."
"1968","NDM6789","NDM6789 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Mohammad Asghar (Welsh Conservatives) as a Member of the  Economy, Infrastructure and Skills Committee in place of Mark Isherwood (Welsh Conservatives)."
"1969","NDM6790","NDM6790 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Mark Isherwood (Welsh Conservatives) as a Member of the Equality, Local Government and Communities Committee in place of Janet Finch-Saunders (Welsh Conservatives)."
"1970","NDM6791","NDM6791 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Suzy Davies (Welsh Conservatives) as a Member of the Constitutional and Legislative Affairs Committee in place of David Melding (Welsh Conservatives)."
"1971","NDM6792","NDM6792 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects David Melding (Welsh Conservatives) as a Member of the External Affairs and Additional Legislation Committee in place of Suzy Davies (Welsh Conservatives)."
"1972","NDM6793","NDM6793 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Mark Reckless (Welsh Conservatives) as a Member of the External Affairs and Additional Legislation Committee in place of Mark Isherwood (Welsh Conservatives)."
"1973","NDM6794","NDM6794 - Assembly Debate","Elin Jones",2018-09-18,2018-09-18,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects:"
"1974","NDM6795","NDM6795 - Committee Debate","Mike Hedges",2018-09-19,2018-09-26,"To propose that the National Assembly for Wales:"
"1975","NDM6796","NNDM6796 - Member Debates","Mark Isherwood",2018-09-19,2018-09-19,"To propose that the National Assembly for Wales:"
"1976","NDM6797","NDM6797 - Committee Debate","David J. Rowlands",2018-09-19,2018-09-26,"To propose that the National Assembly for Wales:"
"1977","NDM6798","NDM6798 - Committee Debate","John Griffiths",2018-09-19,2018-09-26,"To propose that the National Assembly for Wales:"
"1979","NDM6800","NNDM6800 - Member Debates","David Melding",2018-09-20,2018-09-20,"To propose that the National Assembly for Wales:"
"1980","NDM6801","NDM6801 - Member Debates","Lynne Neagle",2018-09-20,2018-10-03,"To propose that the National Assembly for Wales:"
"1981","NDM6802","NDM6802 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.3, elects Dawn Bowden (Labour) as a Member of the Constitutional and Legislative Affairs Committee."
"1982","NDM6803","NDM6803 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.3, elects Lee Waters (Labour) as a Member of the Constitutional and Legislative Affairs Committee."
"1983","NDM6804","NDM6804 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Jenny Rathbone (Labour) as a Member of the Public Accounts Committee in place of Vikki Howells (Labour)."
"1984","NDM6805","NDM6805 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Jack Sargeant (Labour) as a Member of the Public Accounts Committee in place of Lee Waters (Labour)."
"1985","NDM6806","NDM6806 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Vikki Howells (Labour) as a Member of the External Affairs and Additional Legislation Committee in place of Jenny Rathbone (Labour)."
"1986","NDM6807","NDM6807 - Assembly Debate","Elin Jones",2018-09-25,2018-09-26,"To propose that the National Assembly for Wales, in accordance with Standing Order 17.14, elects Joyce Watson (Labour) as a Member of the External Affairs and Additional Legislation Committee in place of Jack Sargeant (Labour)."
